listid,sellerid,eventid,dateid,numtickets,priceperticket,totalprice,listtime
34130,5912,5784,1847,9,326.0,2934.0,2008-01-21 06:27:06
34131,26451,6058,1977,8,338.0,2704.0,2008-05-31 02:26:35
34132,37522,7177,1861,12,338.0,4056.0,2008-02-04 05:09:42
34133,37593,7387,1841,16,256.0,4096.0,2008-01-15 09:25:24
34134,33831,5367,2098,10,233.0,2330.0,2008-09-29 06:47:55
34135,18754,7460,1835,20,38.0,760.0,2008-01-09 05:31:49
34136,1074,1930,1874,3,195.0,585.0,2008-02-17 04:53:29
34137,48870,8443,1928,2,213.0,426.0,2008-04-12 08:52:14
34138,35475,820,2009,18,346.0,6228.0,2008-07-02 01:58:34
34139,9167,3640,1899,6,48.0,288.0,2008-03-14 02:06:56
34140,20165,3205,2096,16,167.0,2672.0,2008-09-27 05:25:24
34141,2354,5539,2074,20,98.0,1960.0,2008-09-05 01:01:56
34142,12798,6076,1925,16,229.0,3664.0,2008-04-09 08:57:31
34143,33150,733,1882,7,256.0,1792.0,2008-02-25 11:10:55
34144,778,4174,2032,18,150.0,2700.0,2008-07-25 08:40:36
34145,30897,5086,2003,1,101.0,101.0,2008-06-26 04:58:46
34146,25235,7695,2102,4,229.0,916.0,2008-10-03 04:12:49
34147,31686,3876,1859,18,150.0,2700.0,2008-02-02 11:34:36
34148,16979,6836,1927,5,336.0,1680.0,2008-04-11 05:38:11
34149,40303,3483,2059,20,132.0,2640.0,2008-08-21 08:57:09
34150,41563,1733,1838,16,323.0,5168.0,2008-01-12 07:48:04
34151,43190,2291,2131,14,276.0,3864.0,2008-11-01 01:03:06
34152,25466,3944,2127,22,330.0,7260.0,2008-10-28 02:53:46
34153,28771,8633,2040,1,305.0,305.0,2008-08-02 05:47:11
34154,20672,1500,2026,16,298.0,4768.0,2008-07-19 03:38:55
34156,1743,2047,2108,10,158.0,1580.0,2008-10-09 01:15:02
34157,13872,5742,2167,18,266.0,4788.0,2008-12-07 04:10:45
34158,13094,1656,1942,8,316.0,2528.0,2008-04-26 09:49:10
34159,9317,3567,1843,5,43.0,215.0,2008-01-17 02:14:45
34160,11255,4889,1906,9,345.0,3105.0,2008-03-21 02:33:39
34161,20568,6573,2000,7,22.0,154.0,2008-06-23 05:07:36
34162,31752,1293,2131,7,169.0,1183.0,2008-11-01 05:23:40
34163,32813,510,2022,3,92.0,276.0,2008-07-15 02:38:13
34164,22365,5898,1937,9,181.0,1629.0,2008-04-21 08:25:23
34165,38986,2675,1979,7,309.0,2163.0,2008-06-02 08:31:23
34166,7140,235,2025,1,142.0,142.0,2008-07-18 09:41:12
34167,44815,5434,1853,20,69.0,1380.0,2008-01-27 05:36:30
34168,10557,2105,2140,16,253.0,4048.0,2008-11-10 03:21:08
34169,47502,1196,2058,5,202.0,1010.0,2008-08-20 12:57:57
34170,28197,3435,1893,16,200.0,3200.0,2008-03-08 05:01:00
34171,48267,7785,1884,14,301.0,4214.0,2008-02-27 03:55:30
34172,1911,4293,2044,18,193.0,3474.0,2008-08-06 11:44:12
34173,33625,7725,1904,18,138.0,2484.0,2008-03-19 12:16:54
34174,33479,341,1924,14,254.0,3556.0,2008-04-08 07:17:13
34175,44404,5854,1864,1,245.0,245.0,2008-02-07 07:38:56
34176,7803,4893,1920,12,49.0,588.0,2008-04-04 05:28:34
34177,30874,6957,2162,14,299.0,4186.0,2008-12-02 02:05:52
34178,18660,2565,2076,18,154.0,2772.0,2008-09-07 02:36:22
34179,9920,4958,2155,16,304.0,4864.0,2008-11-25 11:18:48
34180,14724,8294,1984,20,114.0,2280.0,2008-06-07 06:22:01
34181,12613,3562,2130,18,208.0,3744.0,2008-10-31 08:52:52
34182,22593,1799,2069,24,238.0,5712.0,2008-08-31 05:01:02
34183,27165,1507,2114,9,236.0,2124.0,2008-10-15 04:17:18
34184,43766,5393,1906,8,83.0,664.0,2008-03-21 07:37:31
34185,1849,519,1923,14,92.0,1288.0,2008-04-07 10:51:25
34186,38298,5095,1943,2,194.0,388.0,2008-04-27 12:25:39
34187,8267,3505,1933,16,235.0,3760.0,2008-04-17 01:50:20
34188,9375,2130,1894,9,136.0,1224.0,2008-03-09 07:53:30
34189,21277,5872,1899,12,141.0,1692.0,2008-03-14 09:52:18
34190,25557,765,2140,3,257.0,771.0,2008-11-10 01:29:02
34191,43073,5441,1907,18,288.0,5184.0,2008-03-22 09:23:39
34192,41860,5222,1876,12,330.0,3960.0,2008-02-19 10:35:00
34193,14153,5920,2162,14,211.0,2954.0,2008-12-02 09:21:55
34194,30180,8023,1914,18,141.0,2538.0,2008-03-29 10:01:40
34195,18353,1442,1989,4,46.0,184.0,2008-06-12 09:18:25
34196,23295,4541,2129,10,188.0,1880.0,2008-10-30 05:07:28
34197,10444,1115,2031,9,33.0,297.0,2008-07-24 04:44:15
34198,23380,8511,1931,20,202.0,4040.0,2008-04-15 07:52:50
34199,25681,5637,2043,10,218.0,2180.0,2008-08-05 03:00:33
34200,26480,8275,2087,5,318.0,1590.0,2008-09-18 08:53:57
34201,40491,1176,2084,2,152.0,304.0,2008-09-15 08:03:33
34202,38553,8329,1873,3,138.0,414.0,2008-02-16 03:13:29
34203,30575,2861,1865,12,71.0,852.0,2008-02-08 03:02:41
34204,23687,4085,1895,5,255.0,1275.0,2008-03-10 10:10:38
34205,18202,8447,2042,4,118.0,472.0,2008-08-04 07:12:56
34206,23364,7870,2104,6,217.0,1302.0,2008-10-05 11:55:09
34207,10499,2972,1950,18,326.0,5868.0,2008-05-04 05:46:53
34208,36102,1398,1983,5,116.0,580.0,2008-06-06 06:42:21
34209,25997,1838,2099,4,235.0,940.0,2008-09-30 01:47:31
34210,37727,8027,2144,4,82.0,328.0,2008-11-14 05:11:40
34211,24178,8048,2022,16,138.0,2208.0,2008-07-15 12:35:11
34213,48928,8441,2060,5,100.0,500.0,2008-08-22 11:18:20
34214,20851,5599,2162,18,47.0,846.0,2008-12-02 09:27:14
34215,21659,2640,1839,3,43.0,129.0,2008-01-13 02:54:32
34216,40731,8442,2065,24,347.0,8328.0,2008-08-27 12:43:26
34217,38809,160,2042,1,179.0,179.0,2008-08-04 05:43:08
34218,38422,5590,1842,6,73.0,438.0,2008-01-16 04:20:31
34219,41890,7069,2027,9,72.0,648.0,2008-07-20 02:53:43
34220,16178,1339,2120,9,119.0,1071.0,2008-10-21 04:31:37
34221,23659,2316,1860,22,211.0,4642.0,2008-02-03 11:23:54
34222,22218,3221,1929,3,227.0,681.0,2008-04-13 05:17:02
34223,13358,2181,2183,1,279.0,279.0,2008-12-23 06:40:46
34224,41330,1607,1832,10,333.0,3330.0,2008-01-06 05:37:16
34225,17233,1820,2121,20,319.0,6380.0,2008-10-22 12:14:15
34226,47749,6539,1871,24,144.0,3456.0,2008-02-14 01:24:01
34228,22455,5251,2162,20,138.0,2760.0,2008-12-02 03:29:48
34229,22356,3573,1992,10,145.0,1450.0,2008-06-15 09:16:01
34230,45435,1993,1897,7,257.0,1799.0,2008-03-12 12:33:17
34231,43679,6421,2141,2,137.0,274.0,2008-11-11 05:30:46
34232,17845,3550,2149,8,163.0,1304.0,2008-11-19 01:03:12
34233,29259,8767,2156,6,265.0,1590.0,2008-11-26 05:17:16
34234,48620,3299,2130,4,109.0,436.0,2008-10-31 01:35:59
34235,45290,2348,2118,4,38.0,152.0,2008-10-19 07:32:32
34236,30953,1997,2096,3,295.0,885.0,2008-09-27 08:00:19
34238,35397,8681,2153,18,234.0,4212.0,2008-11-23 01:24:46
34240,35257,4907,2049,20,76.0,1520.0,2008-08-11 06:48:16
34241,49085,8362,2131,7,121.0,847.0,2008-11-01 11:58:20
34242,15467,3951,2027,4,205.0,820.0,2008-07-20 10:17:29
34243,49113,5609,2096,14,44.0,616.0,2008-09-27 05:45:33
34244,48344,510,1978,7,127.0,889.0,2008-06-01 05:10:25
34245,20126,7383,2021,2,67.0,134.0,2008-07-14 09:07:19
34246,7170,4801,2124,20,64.0,1280.0,2008-10-25 04:01:24
34247,45207,6733,1849,7,216.0,1512.0,2008-01-23 12:00:18
34249,29788,5372,1854,8,176.0,1408.0,2008-01-28 03:31:59
34250,22785,7507,2069,22,113.0,2486.0,2008-08-31 12:13:19
34251,16821,4422,1887,18,38.0,684.0,2008-03-02 10:01:35
34252,25198,8167,2039,22,185.0,4070.0,2008-08-01 03:14:30
34253,30241,5851,2123,7,282.0,1974.0,2008-10-24 05:10:09
34254,31003,2206,2170,14,310.0,4340.0,2008-12-10 03:35:11
34255,37100,8054,2127,2,316.0,632.0,2008-10-28 10:35:24
34256,37574,7494,2021,12,154.0,1848.0,2008-07-14 03:31:51
34257,40243,6567,1894,10,179.0,1790.0,2008-03-09 07:46:14
34258,46194,7791,1966,3,80.0,240.0,2008-05-20 08:53:30
34259,14857,6201,1941,5,319.0,1595.0,2008-04-25 05:35:34
34260,31866,209,1942,9,186.0,1674.0,2008-04-26 11:58:17
34261,44708,6221,1953,1,211.0,211.0,2008-05-07 08:38:25
34262,26713,3355,2106,8,216.0,1728.0,2008-10-07 03:49:27
34263,4760,7763,2038,1,258.0,258.0,2008-07-31 06:11:23
34265,40979,2840,2039,4,308.0,1232.0,2008-08-01 05:18:02
34266,19308,1810,2026,14,302.0,4228.0,2008-07-19 12:21:51
34267,33511,7204,1999,10,280.0,2800.0,2008-06-22 12:20:24
34268,11831,7190,2000,18,272.0,4896.0,2008-06-23 03:02:24
34269,23847,8716,2072,16,312.0,4992.0,2008-09-03 08:57:05
34270,20264,105,2058,14,85.0,1190.0,2008-08-20 01:41:10
34272,27271,5919,1990,2,290.0,580.0,2008-06-13 11:56:18
34273,34689,3014,1980,12,291.0,3492.0,2008-06-03 11:31:10
34274,4409,8187,2141,20,33.0,660.0,2008-11-11 02:13:53
34275,1820,498,1905,1,337.0,337.0,2008-03-20 09:02:49
34276,4101,3774,2073,10,255.0,2550.0,2008-09-04 11:10:11
34277,6906,4526,2129,10,174.0,1740.0,2008-10-30 07:05:55
34278,27791,3708,2035,20,235.0,4700.0,2008-07-28 05:19:04
34279,24583,5462,1841,6,37.0,222.0,2008-01-15 07:53:30
34280,18026,3434,1982,3,144.0,432.0,2008-06-05 09:36:02
34282,28786,6500,2084,10,340.0,3400.0,2008-09-15 02:49:57
34283,40279,6331,2155,16,21.0,336.0,2008-11-25 08:59:29
34284,46491,3828,1849,2,188.0,376.0,2008-01-23 05:38:39
34285,32681,3108,1978,20,325.0,6500.0,2008-06-01 03:02:40
34286,12054,1662,2089,9,110.0,990.0,2008-09-20 10:19:56
34287,13555,1930,1852,14,264.0,3696.0,2008-01-26 11:22:04
34288,46688,1566,2094,4,151.0,604.0,2008-09-25 06:11:58
34289,39699,2637,1900,1,218.0,218.0,2008-03-15 03:46:14
34290,29983,3528,1971,7,211.0,1477.0,2008-05-25 12:39:09
34291,42630,922,2117,6,169.0,1014.0,2008-10-18 02:32:50
34292,37131,7930,1960,8,64.0,512.0,2008-05-14 04:46:00
34293,4912,2883,1876,4,181.0,724.0,2008-02-19 11:14:45
34294,40134,4948,1892,9,83.0,747.0,2008-03-07 07:24:09
34295,44673,7193,2063,10,218.0,2180.0,2008-08-25 05:36:07
34297,38811,2223,1997,9,150.0,1350.0,2008-06-20 10:50:40
34298,22438,3820,1842,8,191.0,1528.0,2008-01-16 09:07:25
34300,22196,2138,2020,1,148.0,148.0,2008-07-13 03:12:02
34301,18133,4485,2164,24,315.0,7560.0,2008-12-04 11:40:01
34302,6310,2207,2119,6,232.0,1392.0,2008-10-20 02:33:36
34303,45209,1849,2049,9,95.0,855.0,2008-08-11 02:26:42
34304,27731,5133,2086,24,70.0,1680.0,2008-09-17 05:28:32
34305,5122,4174,2051,22,32.0,704.0,2008-08-13 03:56:47
34306,4700,256,1951,2,208.0,416.0,2008-05-05 10:48:12
34307,41081,148,1958,7,325.0,2275.0,2008-05-12 03:24:50
34308,26131,3994,2137,10,285.0,2850.0,2008-11-07 06:40:21
34309,6421,6258,2135,8,87.0,696.0,2008-11-05 07:41:47
34310,31206,3061,1869,9,32.0,288.0,2008-02-12 12:13:59
34312,42340,8068,1914,24,149.0,3576.0,2008-03-29 07:33:24
34314,34066,4054,2078,9,156.0,1404.0,2008-09-09 06:32:05
34315,30290,5472,1863,16,87.0,1392.0,2008-02-06 05:22:03
34316,23142,1348,1836,20,314.0,6280.0,2008-01-10 02:20:22
34317,16334,6775,2033,9,305.0,2745.0,2008-07-26 11:32:37
34318,21509,1866,1927,18,258.0,4644.0,2008-04-11 11:23:07
34319,5561,1476,1863,6,150.0,900.0,2008-02-06 02:10:46
34320,29552,4766,1864,3,149.0,447.0,2008-02-07 01:22:58
34321,1188,8110,2103,10,41.0,410.0,2008-10-04 04:03:40
34322,19496,4472,1872,9,99.0,891.0,2008-02-15 08:08:59
34323,13474,8204,2004,9,314.0,2826.0,2008-06-27 02:10:09
34324,40163,3831,1998,10,121.0,1210.0,2008-06-21 07:40:52
34325,20345,1321,1974,5,58.0,290.0,2008-05-28 11:49:21
34326,45965,7869,1876,1,176.0,176.0,2008-02-19 05:31:09
34327,5102,2704,2053,20,51.0,1020.0,2008-08-15 12:54:24
34328,8953,7140,1934,9,148.0,1332.0,2008-04-18 06:02:44
34329,36431,1888,1991,1,50.0,50.0,2008-06-14 02:03:40
34330,38174,5383,1885,18,316.0,5688.0,2008-02-28 01:25:53
34331,38158,6766,2079,18,99.0,1782.0,2008-09-10 09:49:16
34332,10325,5865,2019,8,55.0,440.0,2008-07-12 08:18:38
34333,15091,5607,1849,8,147.0,1176.0,2008-01-23 06:49:38
34334,19985,4801,2150,22,48.0,1056.0,2008-11-20 04:32:29
34335,28227,4220,1877,10,147.0,1470.0,2008-02-20 12:41:27
34336,25885,4885,2137,14,145.0,2030.0,2008-11-07 10:12:53
34337,6837,5111,1869,22,248.0,5456.0,2008-02-12 12:48:09
34338,37326,8513,1983,24,193.0,4632.0,2008-06-06 06:15:22
34339,7724,1409,2003,8,106.0,848.0,2008-06-26 09:00:18
34340,14259,8162,2088,14,143.0,2002.0,2008-09-19 11:56:24
34341,18568,3208,1907,7,42.0,294.0,2008-03-22 07:22:48
34342,38478,138,1938,24,218.0,5232.0,2008-04-22 10:32:44
34343,41456,8759,1995,14,293.0,4102.0,2008-06-18 01:08:43
34344,8599,823,2122,5,33.0,165.0,2008-10-23 02:52:44
34345,19405,5934,2065,3,174.0,522.0,2008-08-27 05:36:51
34346,34953,3151,2136,16,261.0,4176.0,2008-11-06 07:49:58
34347,195,5799,2008,3,179.0,537.0,2008-07-01 02:23:37
34348,19509,2343,1854,9,40.0,360.0,2008-01-28 10:12:56
34349,14982,6658,2124,16,41.0,656.0,2008-10-25 11:14:37
34350,37148,6653,1858,22,78.0,1716.0,2008-02-01 10:36:22
34351,1134,6075,2025,2,218.0,436.0,2008-07-18 09:55:34
34352,13383,7268,2086,9,35.0,315.0,2008-09-17 04:02:57
34353,36590,8237,2004,4,112.0,448.0,2008-06-27 12:09:01
34354,30616,3497,1855,14,305.0,4270.0,2008-01-29 01:41:56
34355,28023,1021,2101,3,258.0,774.0,2008-10-02 09:33:11
34356,49224,5925,1952,6,304.0,1824.0,2008-05-06 09:05:20
34357,42451,4635,1858,9,85.0,765.0,2008-02-01 01:45:56
34358,30716,1754,2010,7,98.0,686.0,2008-07-03 04:24:13
34359,11376,7755,1922,8,62.0,496.0,2008-04-06 06:10:22
34360,38581,3438,1902,24,181.0,4344.0,2008-03-17 04:00:31
34362,9453,3831,1966,7,155.0,1085.0,2008-05-20 04:45:18
34363,28218,2049,2016,20,70.0,1400.0,2008-07-09 06:59:02
34364,3366,5488,1973,10,309.0,3090.0,2008-05-27 07:48:40
34365,5971,5062,1949,24,187.0,4488.0,2008-05-03 12:43:23
34366,21614,5003,2160,24,135.0,3240.0,2008-11-30 09:35:04
34367,28638,1313,2055,12,136.0,1632.0,2008-08-17 07:23:38
34368,29374,6921,1948,8,284.0,2272.0,2008-05-02 04:00:45
34370,25709,3448,2044,24,21.0,504.0,2008-08-06 06:55:56
34371,46624,1066,1959,9,199.0,1791.0,2008-05-13 11:46:18
34372,11676,7045,1923,20,344.0,6880.0,2008-04-07 04:54:56
34373,37725,4910,1843,2,53.0,106.0,2008-01-17 03:00:10
34374,16969,1930,1873,24,218.0,5232.0,2008-02-16 06:39:19
34375,44870,3015,2143,12,215.0,2580.0,2008-11-13 06:15:06
34377,9900,532,2001,2,177.0,354.0,2008-06-24 03:22:35
34378,43525,985,1849,22,231.0,5082.0,2008-01-23 04:34:05
34379,842,1728,2051,2,57.0,114.0,2008-08-13 02:26:50
34380,25013,760,2111,18,104.0,1872.0,2008-10-12 10:21:58
34381,37587,2615,1876,6,318.0,1908.0,2008-02-19 09:49:42
34382,45847,5453,1859,8,208.0,1664.0,2008-02-02 07:33:31
34383,42688,3498,2051,20,156.0,3120.0,2008-08-13 04:41:02
34384,9622,3946,2030,5,299.0,1495.0,2008-07-23 03:49:18
34386,6557,7044,2102,10,185.0,1850.0,2008-10-03 08:37:05
34387,33415,8225,1925,9,24.0,216.0,2008-04-09 10:50:11
34388,9883,5021,2117,8,31.0,248.0,2008-10-18 06:00:18
34389,18617,7770,2103,20,80.0,1600.0,2008-10-04 12:23:17
34390,20931,532,1982,12,156.0,1872.0,2008-06-05 12:36:03
34391,48457,5784,1871,18,219.0,3942.0,2008-02-14 05:34:57
34392,17888,143,1856,10,105.0,1050.0,2008-01-30 05:12:37
34393,48058,5284,2180,12,263.0,3156.0,2008-12-20 04:35:02
34394,38125,5521,2026,6,326.0,1956.0,2008-07-19 05:20:34
34395,34831,6967,2173,5,327.0,1635.0,2008-12-13 05:03:14
34396,28023,4209,1883,10,113.0,1130.0,2008-02-26 11:33:54
34397,6473,8507,1974,24,234.0,5616.0,2008-05-28 06:39:58
34398,19583,6027,1989,8,106.0,848.0,2008-06-12 02:22:54
34399,747,3772,1858,10,59.0,590.0,2008-02-01 06:18:17
34400,10869,4466,1992,22,209.0,4598.0,2008-06-15 09:56:47
34402,19340,8728,1941,10,134.0,1340.0,2008-04-25 03:24:02
34403,40921,5252,1988,14,213.0,2982.0,2008-06-11 07:59:25
34404,40812,7194,2000,3,344.0,1032.0,2008-06-23 06:58:33
34405,41888,1583,1937,22,278.0,6116.0,2008-04-21 10:16:45
34406,42184,179,2004,12,65.0,780.0,2008-06-27 11:19:55
34407,49201,4328,1986,20,264.0,5280.0,2008-06-09 02:52:11
34408,18516,5916,2166,22,296.0,6512.0,2008-12-06 01:33:22
34409,42736,8496,1831,12,38.0,456.0,2008-01-05 03:55:24
34410,49292,8512,2014,6,33.0,198.0,2008-07-07 06:32:41
34411,32463,6093,1845,12,189.0,2268.0,2008-01-19 06:53:51
34412,6100,7501,1943,6,165.0,990.0,2008-04-27 03:17:31
34413,25989,5391,1903,7,292.0,2044.0,2008-03-18 10:54:34
34414,1046,3930,1891,2,198.0,396.0,2008-03-06 01:05:03
34416,33,3818,2089,2,64.0,128.0,2008-09-20 01:50:39
34417,23735,2869,1990,1,338.0,338.0,2008-06-13 11:44:19
34418,43136,213,1837,3,336.0,1008.0,2008-01-11 12:14:50
34419,44609,1933,1906,18,179.0,3222.0,2008-03-21 08:32:37
34420,46314,7405,2057,10,133.0,1330.0,2008-08-19 07:45:07
34421,1617,1342,1897,4,77.0,308.0,2008-03-12 12:48:58
34422,17942,2862,2105,2,137.0,274.0,2008-10-06 11:15:44
34423,13880,6299,1990,1,256.0,256.0,2008-06-13 06:28:31
34424,43885,220,1994,18,79.0,1422.0,2008-06-17 12:28:49
34426,21631,4152,2004,9,267.0,2403.0,2008-06-27 05:23:09
34427,21882,194,2147,24,298.0,7152.0,2008-11-17 06:37:18
34428,32702,1862,1866,8,160.0,1280.0,2008-02-09 01:18:48
34429,16131,9,2046,2,334.0,668.0,2008-08-08 12:20:24
34430,18741,3420,2153,18,123.0,2214.0,2008-11-23 10:38:28
34431,1102,3226,2098,1,158.0,158.0,2008-09-29 04:40:41
34432,32621,3160,1902,5,159.0,795.0,2008-03-17 02:49:45
34433,43824,1279,2137,8,254.0,2032.0,2008-11-07 08:13:29
34434,25481,7681,2131,8,335.0,2680.0,2008-11-01 11:38:22
34435,34502,5789,1888,20,350.0,7000.0,2008-03-03 10:07:42
34436,18036,4809,1920,24,289.0,6936.0,2008-04-04 10:46:56
34437,23796,995,2072,18,335.0,6030.0,2008-09-03 04:57:30
34438,2255,6284,2114,7,89.0,623.0,2008-10-15 09:51:08
34439,46876,657,2094,12,146.0,1752.0,2008-09-25 08:41:59
34441,43952,8770,2056,6,208.0,1248.0,2008-08-18 09:39:15
34442,16257,1599,2022,6,312.0,1872.0,2008-07-15 05:22:11
34443,18941,3315,1838,22,345.0,7590.0,2008-01-12 09:15:47
34444,3269,951,2050,9,184.0,1656.0,2008-08-12 07:40:06
34445,37941,6615,1985,6,301.0,1806.0,2008-06-08 04:17:45
34446,36549,8577,2114,20,138.0,2760.0,2008-10-15 08:51:46
34447,43739,157,2087,18,54.0,972.0,2008-09-18 11:28:17
34448,34198,1517,2048,2,247.0,494.0,2008-08-10 03:33:06
34449,26116,805,2037,2,52.0,104.0,2008-07-30 01:07:31
34450,45415,5108,1866,18,234.0,4212.0,2008-02-09 10:14:40
34451,4308,8479,1876,10,187.0,1870.0,2008-02-19 04:42:06
34452,5945,8346,2172,6,122.0,732.0,2008-12-12 09:06:06
34453,23750,4550,2008,14,51.0,714.0,2008-07-01 10:54:01
34454,25696,8288,2106,12,211.0,2532.0,2008-10-07 05:54:44
34455,24178,6951,2159,7,77.0,539.0,2008-11-29 05:38:09
34456,36035,1304,2064,18,265.0,4770.0,2008-08-26 12:50:38
34457,28250,911,1879,4,270.0,1080.0,2008-02-22 09:02:36
34458,10702,199,2088,16,311.0,4976.0,2008-09-19 12:45:57
34459,39564,895,1890,9,154.0,1386.0,2008-03-05 03:53:15
34462,30679,4417,1971,2,312.0,624.0,2008-05-25 10:33:26
34463,11185,5633,2121,6,286.0,1716.0,2008-10-22 04:37:03
34464,42177,1681,1954,2,290.0,580.0,2008-05-08 11:44:04
34465,46629,2980,1965,12,200.0,2400.0,2008-05-19 11:02:00
34466,28824,974,1896,14,222.0,3108.0,2008-03-11 08:39:23
34467,17061,3917,2128,4,174.0,696.0,2008-10-29 05:06:06
34468,30779,3699,1899,20,125.0,2500.0,2008-03-14 11:05:20
34469,30824,489,2022,6,46.0,276.0,2008-07-15 10:37:23
34470,34767,3359,1938,16,336.0,5376.0,2008-04-22 06:39:01
34471,1069,2666,1907,24,315.0,7560.0,2008-03-22 12:40:24
34472,32266,5750,1865,4,334.0,1336.0,2008-02-08 10:24:59
34473,9042,8568,1900,12,228.0,2736.0,2008-03-15 04:45:20
34474,2094,4157,1954,5,165.0,825.0,2008-05-08 10:54:45
34475,36518,6674,2129,12,315.0,3780.0,2008-10-30 08:24:15
34476,28196,5324,2147,4,80.0,320.0,2008-11-17 09:23:18
34478,27327,4039,2039,4,169.0,676.0,2008-08-01 02:01:26
34479,12491,4002,1932,4,127.0,508.0,2008-04-16 04:13:47
34480,48324,3721,2004,14,345.0,4830.0,2008-06-27 04:44:06
34483,43653,3322,2015,10,52.0,520.0,2008-07-08 04:50:46
34484,22280,2254,1893,7,109.0,763.0,2008-03-08 09:07:11
34485,42311,5811,1870,18,250.0,4500.0,2008-02-13 08:16:55
34486,5922,1949,1947,22,340.0,7480.0,2008-05-01 05:55:17
34487,16427,3459,2102,18,276.0,4968.0,2008-10-03 05:34:08
34489,49064,6763,1831,3,67.0,201.0,2008-01-05 12:15:15
34490,16192,7400,1835,18,184.0,3312.0,2008-01-09 02:14:07
34491,46030,1135,1878,4,336.0,1344.0,2008-02-21 11:13:04
34492,46478,3252,2047,6,145.0,870.0,2008-08-09 04:45:02
34493,6898,170,1855,6,61.0,366.0,2008-01-29 11:36:28
34494,33872,3331,2155,4,43.0,172.0,2008-11-25 10:42:11
34495,38257,434,2098,7,223.0,1561.0,2008-09-29 07:21:49
34496,12838,8778,2046,9,109.0,981.0,2008-08-08 02:16:11
34497,6390,7937,1902,10,149.0,1490.0,2008-03-17 11:38:14
34498,13998,3610,2104,14,89.0,1246.0,2008-10-05 03:23:34
34499,3672,6178,2171,6,30.0,180.0,2008-12-11 09:05:32
34500,45447,7635,2061,22,250.0,5500.0,2008-08-23 11:52:51
34501,49508,524,1944,24,261.0,6264.0,2008-04-28 07:57:56
34502,10311,2986,2005,16,193.0,3088.0,2008-06-28 04:00:36
34503,5453,6108,1848,7,83.0,581.0,2008-01-22 08:54:06
34504,37254,1351,1946,16,71.0,1136.0,2008-04-30 11:10:28
34505,5951,2098,2021,6,319.0,1914.0,2008-07-14 04:42:59
34506,31111,6654,2131,20,295.0,5900.0,2008-11-01 01:12:12
34507,31446,8476,1931,18,222.0,3996.0,2008-04-15 08:44:43
34508,5482,3470,1921,5,101.0,505.0,2008-04-05 04:31:49
34509,22064,5234,1913,22,215.0,4730.0,2008-03-28 05:32:23
34510,42422,3091,1876,8,177.0,1416.0,2008-02-19 08:15:23
34511,45082,5983,2050,3,51.0,153.0,2008-08-12 04:51:29
34512,9420,7662,2014,4,331.0,1324.0,2008-07-07 12:12:00
34513,2441,244,2131,6,255.0,1530.0,2008-11-01 02:08:35
34514,25498,7268,2053,24,200.0,4800.0,2008-08-15 01:11:28
34515,36331,2747,2126,20,294.0,5880.0,2008-10-27 12:13:47
34516,32487,8736,2009,3,146.0,438.0,2008-07-02 01:15:23
34518,41551,4959,1962,2,256.0,512.0,2008-05-16 04:21:39
34519,43179,5079,1960,2,224.0,448.0,2008-05-14 09:46:52
34520,30842,6115,1947,20,334.0,6680.0,2008-05-01 02:59:36
34522,20482,2878,2108,22,142.0,3124.0,2008-10-09 04:47:46
34523,42855,1826,2064,8,58.0,464.0,2008-08-26 01:50:21
34524,10297,1498,2174,6,293.0,1758.0,2008-12-14 10:43:59
34526,40314,2284,1953,8,63.0,504.0,2008-05-07 09:26:35
34527,3099,8616,2036,24,33.0,792.0,2008-07-29 09:03:07
34528,28906,3149,2001,7,200.0,1400.0,2008-06-24 09:35:02
34529,16094,4546,1913,20,261.0,5220.0,2008-03-28 02:17:21
34530,1925,8241,1906,12,29.0,348.0,2008-03-21 07:23:31
34531,48000,4927,2045,5,275.0,1375.0,2008-08-07 12:03:00
34532,25328,4066,2025,4,339.0,1356.0,2008-07-18 08:53:08
34533,33397,4511,2060,2,40.0,80.0,2008-08-22 10:01:55
34534,5075,7866,2061,14,247.0,3458.0,2008-08-23 12:19:22
34535,43088,3821,1885,22,321.0,7062.0,2008-02-28 09:47:01
34536,17912,8584,2013,10,224.0,2240.0,2008-07-06 06:35:07
34537,10243,6026,1925,9,45.0,405.0,2008-04-09 10:21:37
34538,39415,8520,2030,2,288.0,576.0,2008-07-23 08:35:56
34539,709,7143,1831,7,271.0,1897.0,2008-01-05 06:19:45
34540,28606,7103,1857,24,139.0,3336.0,2008-01-31 03:30:28
34541,10837,919,2124,12,168.0,2016.0,2008-10-25 10:33:33
34542,31801,6026,1945,2,228.0,456.0,2008-04-29 06:38:36
34543,12034,712,1998,4,320.0,1280.0,2008-06-21 08:11:12
34544,9011,4958,2167,7,144.0,1008.0,2008-12-07 10:47:09
34545,13689,1136,1969,5,139.0,695.0,2008-05-23 04:31:19
34546,18074,7632,2105,12,175.0,2100.0,2008-10-06 01:42:23
34547,22,7496,1983,5,82.0,410.0,2008-06-06 03:45:01
34548,29576,4428,2164,3,111.0,333.0,2008-12-04 08:25:18
34549,48653,4184,2060,20,139.0,2780.0,2008-08-22 08:41:15
34550,47829,1291,1894,7,198.0,1386.0,2008-03-09 03:15:35
34551,25529,7317,1844,18,108.0,1944.0,2008-01-18 03:58:47
34552,28982,7431,1922,22,34.0,748.0,2008-04-06 03:19:46
